tid,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,hit_IDs,num_hits_y
7522999.0,[19.87532294],[19.57988007],[0.10042602],[1.34599904],49,"[158878593, 160870273, 230054916, 160754065, 160897428, 160908186, 160332955, 160333468, 160437926, 6734247, 160890664, 158810538, 158813611, 160919210, 230072109, 230072110, 165164208, 160550833, 232154680, 158602296, 158681659, 160901955, 75936458, 158729037, 158792781, 232154958, 160887122, 230055509, 230078295, 213043289, 158796379, 158794080, 163004128, 143861858, 158794083, 160361186, 158806887, 232152569, 160798076]",39
7525336.0,[12.61790522],[12.45597219],[0.09364835],[0.98805809],20,"[82191272, 211123500, 141833838, 10883887, 156426269]",5
7526370.0,[16.30584775],[5.63006382],[0.67925739],[-1.2519304],20,"[707284677, 698987309, 776494350, 82240159]",4
7527844.0,[23.93567757],[23.71445072],[0.08018012],[0.29786672],29,"[71420674, 175114538, 175523436, 215062034, 14985113]",5
7528897.0,[11.47469927],[11.35247914],[0.08573483],[1.47014331],9,"[75832490, 219307251, 164861107, 236126451, 154495832, 154492796]",6
7529884.0,[21.64974398],[21.53560775],[-0.05200051],[1.57279065],59,"[143642882, 230014597, 233701901, 4372367, 86166422, 214688151, 73577625, 162822950, 73634601, 223702954, 145686449, 164532660, 86237110, 143475511, 232022970, 73785403, 214750141, 14862661, 160750667, 4443473, 217035729, 214852307, 168600018, 143580761, 73648732, 145880413, 145514463, 75649762, 14933091, 232029796, 234082915, 145740275, 145760888, 214913404, 160846207]",35
7531033.0,[22.65901952],[17.64582324],[-0.3705003],[-1.15219843],7,"[80016148, 443450630, 518947031]",3
7533099.0,[21.27799109],[20.89487593],[0.11006406],[-0.74586601],12,"[183779112, 238397867, 135598245, 82014407]",4
7534073.0,[26.23468376],[26.1319255],[-0.04414423],[-1.24540037],15,"[227582305, 156314434, 156107815, 82061784, 81872585, 10567212, 70829, 174677516, 67177844, 175020087, 10756920, 176774905, 250147261, 227374398]",14
7534092.0,[18.36086769],[17.98120911],[0.11762841],[0.70959035],9,"[154611568, 223774740, 71638672]",3
7535109.0,[10.37954334],[10.37582721],[0.01967818],[-0.75231661],41,"[179529217, 179482628, 12994570, 164813580, 179513359, 2439695, 179562259, 242406163, 169034391, 71646363, 12923292, 179450652, 13028512, 166877857, 252846880, 252821284, 12996136, 242402216, 2524459, 71732398, 2503730, 71709110, 252921913, 84323003, 84297793, 240265160, 240247880, 2523467, 254978769, 71728342, 84226011, 84330976, 84298593, 166899942, 254996200, 181626602, 240281323, 181580013, 169032174, 13018486, 15091961]",41
7536206.0,[10.17498784],[10.1189639],[0.06298532],[0.04200896],47,"[179409538, 75870218, 179395982, 67494031, 139693969, 177201170, 357013, 67486621, 6579742, 204653983, 67360931, 292005, 256967846, 6572327, 208741808, 8779185, 75786803, 179478580, 143750839, 67387960, 204515652, 210825158, 75777097, 8759241, 385481, 254768589, 254864206, 77986770, 253907, 6674772, 376788, 256976086, 179366488, 141642716, 67461470, 139543390, 141667681, 143720932, 210792166, 206626159, 67402096, 280687, 259156727, 77967352, 179414138, 256931195, 75884412]",47
7538129.0,[28.36492721],[28.27694302],[-0.03874516],[-1.60759441],20,"[77973536, 423055206, 86108748, 421030735, 492348305, 494450998, 170769533]",7
7542489.0,[17.62481158],[15.06858021],[0.30672535],[1.35361339],6,"[143930169, 4647713, 215233251, 73841209]",4
7542512.0,[24.19655992],[22.72253263],[-0.18934284],[0.87657373],6,"[498553536, 202317094, 2406577, 135258259, 69526037, 427266905]",6
7545324.0,[26.38940455],[26.38693175],[-0.00271396],[-0.34157733],55,"[6672256, 12849665, 170763010, 141265027, 168905092, 168717440, 6588802, 12773642, 175653004, 12961039, 246250128, 208744855, 259482007, 208700314, 75674524, 12941856, 75858081, 84153890, 141489828, 168931492, 84078120, 84266288, 84185393, 141686450, 84264499, 251116208, 75761336, 204771901, 168883646, 84245055, 168953024, 208344641, 75794369, 242251973, 168932294, 141656011, 141668820, 208568419, 6651751, 208761201, 242081395, 14946805, 242270329, 6555516]",44
7546104.0,[26.70300231],[26.65689983],[0.03739481],[-0.26014388],31,"[208977092, 169164699, 141756358, 139878942, 170868164, 204998634, 86140554, 73811980, 86382801, 738900530, 139777046, 139803931, 169149054, 208949951]",14
7551195.0,[28.38083078],[28.36233988],[0.02484585],[-1.14234283],41,"[254696576, 71524352, 154021133, 181413524, 77947034, 4474652, 71584031, 254374304, 246007843, 179440938, 155823414, 71491127, 77876919, 225412923, 229194109, 181327806, 77818303, 181482176, 4385609, 154143056, 73621719, 254782039, 225482845, 6571742, 181001953, 71656292, 227385063, 8455400, 174742893, 154213487, 4546930, 225548916, 77664116, 8741113, 154279293]",35
7554491.0,[19.55131625],[12.72675338],[-0.47228129],[-1.2548333],7,"[10704517, 79941382, 160253902, 518999886, 231470163, 82037240, 445579071]",7
7556067.0,[11.68186407],[10.51956802],[-0.24418068],[-0.75064845],12,"[254299681, 180904806, 441689172, 83990766]",4
7556075.0,[17.10874376],[16.55057031],[0.14665178],[-1.22449969],13,"[243991809, 168816548, 246089450, 166531213, 84045935, 168812113, 170759955, 164297177, 172733531, 237670845]",10
7556108.0,[20.6203062],[20.27287802],[-0.09689275],[0.62731515],7,"[183404072, 71473827, 202238700, 151585565]",4
7558381.0,[17.20279149],[17.15754819],[0.04501956],[-0.69296146],70,"[250954270, 173088553, 252966122, 259212491, 173088556, 173088812, 173088813, 173089579, 184004713, 259463610, 173089581, 250870835, 173092632, 250877719, 173092376, 84044922, 248902237, 183756926]",18
7559084.0,[13.65390589],[12.89415714],[-0.18067449],[-1.12034754],21,"[248168000, 172724640, 170812522, 82072491, 172786326, 170457432, 172942682, 172653468]",8
7561052.0,[25.29540459],[25.22512005],[-0.03640922],[-1.13590541],18,"[521346689, 10671459, 252303716, 178930873, 179247846, 158229162, 81977069, 231175854, 80024847, 157823760, 10816368, 447962029, 252618899, 69373846, 2267097, 229494681]",16
7563066.0,[25.7155168],[23.01138238],[-0.2512623],[1.0880991],6,"[208441762, 4389467, 139288148, 73473694]",4
7564654.0,[11.18102887],[10.69393272],[0.16887179],[-0.58922248],11,"[257446976, 171031964, 86268198, 171330543]",4
7566533.0,[26.82630059],[26.82109699],[0.01576639],[-0.65912438],22,"[84311142, 183816742, 238199017, 164746093, 135715821, 259412241, 181826004, 13008151, 71733401]",9
7566619.0,[27.90490057],[27.87205499],[-0.02199544],[1.14571147],54,"[6531456, 231483399, 141310472, 141568136, 210698121, 81948811, 6581900, 81922446, 210660752, 10726417, 160210971, 216482076, 6510495, 10599969, 75628966, 210720170, 75613355, 141410349, 75661998, 10645560, 141524285, 10618941, 231713597, 210481732, 141488967, 75737543, 231261512, 231689290, 231561291, 160442186, 160418903, 159987033, 75789018, 160290394, 82008412, 141547357, 231667807, 6423136, 6455143, 6407272, 75716329, 210582379, 160396653, 82029934, 12802543, 160371825, 143408117, 233580534, 81902457]",49
7571157.0,[17.26656886],[16.9955355],[-0.09334577],[0.74634339],6,"[71493254, 135153804, 2284814, 223012561, 202223413, 151736602]",6
7571873.0,[27.57810204],[25.34970553],[0.22890896],[1.71362093],11,"[709812512, 4518680, 73716275, 795918069]",4
7572438.0,[20.72438875],[20.72437099],[0.00558837],[1.02943109],23,"[71551360, 4560101, 137331111, 227310344, 229705192, 71668815, 82022193, 158132625, 158336113, 229608913, 158434451, 229407734, 206297207, 137487706, 137126939]",15
7573352.0,[29.13286285],[23.9267831],[0.34091517],[0.96202713],11,"[71520009, 766883980, 206670541, 137467220, 695642453, 73618169, 4429468]",7
7573368.0,[16.0319827],[16.02423328],[-0.01234855],[-0.73571155],21,"[71587557, 166754790, 256421831, 239858054, 256954475, 84193359, 14984945, 166502001, 181487890, 172632087, 84264828]",11
7575252.0,[13.79744747],[13.7276882],[0.06055352],[0.00610843],54,"[141772676, 175521285, 181471750, 179380103, 183552262, 179305864, 248521482, 250978836, 179343510, 258982807, 175148184, 179416345, 254890011, 183514908, 69610399, 67319968, 259043750, 177493163, 177486124, 183523886, 183604782, 256976819, 71684029, 183615294, 252962239, 259076030, 202613704, 183585096, 183370314, 181216329, 181341002, 179422541, 69592909, 259080916, 183497045, 254806109, 179482721, 254846050, 135402210, 255048166, 179378535, 135317743, 254775919, 183257455, 183569908, 141899646]",46
7576234.0,[26.71412444],[23.59133701],[0.27518458],[-0.24477827],7,"[244399168, 86187834, 14894379, 171010135]",4
7577049.0,[19.7315389],[19.66169266],[0.05145312],[1.44880291],10,"[162854187, 144007948, 75881012, 215281911, 6676762]",5
7578288.0,[24.71152304],[21.20264397],[-0.29372303],[0.77716418],6,"[490110617, 137322731, 420908998, 71622934]",4
7579522.0,[10.37151675],[10.36745069],[-0.01063856],[-0.40662919],53,"[183409546, 86372750, 86188562, 86239765, 246328344, 2308633, 172955546, 256788251, 135262117, 171023535, 171040309, 165566, 71549759, 246502598, 172982732, 258668243, 172827475, 206292, 173039062, 258897491, 244392283, 4442076, 173050589, 246399068, 246348385, 67273699, 135198693, 183194726, 4499435, 71397616, 71516530, 67228276]",32
7580211.0,[26.06354335],[25.22211023],[-0.13617009],[-0.29539846],7,"[168908417, 15046627, 208147591, 475114216, 141061579, 84258062]",6
7586379.0,[13.93664115],[13.93070317],[0.0210239],[-1.47959663],50,"[172878214, 154041607, 155997069, 8584846, 67251474, 172931986, 154176148, 225343766, 170700826, 241933982, 244162335, 227407776, 144161, 67420194, 67297317, 154033449, 8703401, 77895083, 77750315, 170662317, 311852, 188976, 2208690, 244151603, 69316277, 8467388, 69288384, 8509120, 154075458, 2178755, 244070858, 227400401, 225469138, 77910882, 172984419, 229362916, 156067814, 154198247, 77672553, 77716588, 225443180, 8689900, 172893302, 156138999, 227331705, 8542590]",46
7588266.0,[22.80218928],[20.1255748],[-0.26603613],[1.49737662],6,"[145811109, 6640011, 435501018, 75857051, 214962044]",5
7589141.0,[25.99486692],[18.41430566],[-0.42887905],[0.50199358],6,"[183353202, 258776395, 71549407]",3
7590394.0,[22.28047115],[22.26188321],[0.02747606],[-0.82402693],42,"[237923976, 164557321, 179239690, 67224466, 164483609, 237852576, 179151904, 254517282, 86097722, 179066427, 67194432, 254658368, 86150222, 164382033, 181146065, 67276116, 86070870, 237751264, 166595303, 181289452, 237862770, 166654710, 181337080, 254533503]",24
7591827.0,[21.54222471],[17.51302931],[-0.33920296],[0.57511776],6,"[69386328, 181219611, 487472150]",3
7593518.0,[24.27548535],[24.27100573],[0.01549785],[0.94925447],56,"[135466755, 10912008, 82215560, 156187529, 156548112, 204641426, 155888786, 225621533, 227700510, 227816991, 139599777, 227728932, 227862583, 158646200, 137498553, 158555323, 71662908, 158528446, 4554694, 137709002, 71635787, 158688719, 139809234, 204576086, 137587163, 71705179, 204770396, 4596705, 204785251, 82223460, 227818598, 71725927, 4617196, 73493999, 137564146, 139302261, 204664951, 208464248, 82190461]",39
7595426.0,[21.06824545],[20.68628941],[0.11042759],[-1.54145705],8,"[240678528, 246890216, 8757323, 173535435, 152195889, 169402325, 77958934, 223475063]",8
7597020.0,[16.6866917],[16.29343126],[-0.11555368],[-0.00225902],13,"[210631920, 86381363, 172799172]",3
7597863.0,[20.00627797],[19.81648655],[-0.07144355],[-1.27827798],15,"[159953252, 164163557, 155999657, 250420172, 174637171, 177046996, 241691093, 227611351, 156348632, 80053945, 227260797]",11
7598030.0,[16.59313321],[16.51627353],[0.05816417],[-1.03354163],17,"[82243520, 160614834, 709418778, 232002438]",4
7598697.0,[14.61824454],[14.56912232],[-0.04053037],[0.31080861],96,"[69465101, 69528101, 181361203, 214954038, 256911937, 179454021, 254916166, 256881221, 69405769, 181435989, 69576792, 256993881, 181447257, 181416037, 69473391, 69598833, 181449335, 75674233, 214966907, 77894267, 77983870, 147957895, 8593554, 8689815, 147928216, 2412698, 77970075, 2468511, 2392230, 145745575, 71492271, 258866361, 2490043, 217132230, 69541069, 217103566, 2303694, 217132247, 75820815, 256823570, 181448482, 333092, 75740998, 2353483, 69521741, 214964052, 256965463, 6536545, 69501797, 256913774, 147917168, 181529459, 181502327, 77799294, 69413249, 147961240, 256963995, 181497765, 77860776, 2405292, 147936173, 145683372, 2364849, 77883318, 217092537, 181467066, 256932793, 8698813, 147876800, 77920206, 8678351, 147898834, 259009494, 183403994, 8715233, 145594342, 217107433]",77
7601236.0,[23.37534614],[22.0048105],[-0.18562575],[0.5273446],9,"[181275289, 69384041, 256724646]",3
7601328.0,[13.67900267],[12.69632462],[-0.20624468],[0.79639748],6,"[135296573, 71568325, 222943947, 153750988, 2484829]",5
7604356.0,[15.92648315],[15.77604121],[0.08100982],[-1.44567639],16,"[244575139, 79984967, 169371947, 158673679, 225795986, 171213427, 160198612, 166233368, 154518110]",9
7604357.0,[21.41305072],[21.26144799],[-0.06104368],[-0.36153593],6,"[240118376, 84194201, 166757213]",3
7605376.0,[16.38438331],[6.36204525],[-0.64392575],[0.70800855],6,"[71370242, 73594612, 141104365, 4329882]",4
7606934.0,[22.24750462],[20.00734973],[-0.24567459],[1.55741016],6,"[435268536, 145526313, 506559851, 75621967]",4
7607918.0,[13.70502851],[12.45844589],[0.24280029],[-1.06518936],4,"[162733288, 82141489, 12946595, 234024829]",4
7608755.0,[22.12451681],[17.13086524],[-0.374421],[-0.06007585],8,"[67413238, 14969099, 172955981, 248381910]",4
7608797.0,[18.81159981],[18.52167549],[0.10217414],[-0.16136621],6,"[171118383, 209133907, 15125879, 142066840, 86425722]",5
7609520.0,[25.75437649],[24.70000073],[-0.15407161],[-1.54594356],12,"[152023464, 221183240, 8591272, 427209705, 241648403, 77803383, 444053753, 170402175]",8
7610407.0,[23.20082249],[20.6771007],[-0.25571998],[-0.31134453],7,"[242142378, 168796604, 84199015]",3
7612282.0,[25.36124444],[25.33413461],[-0.02073228],[-0.44360607],41,"[4587521, 4450050, 12696328, 166636169, 741043355, 166982963, 83998522, 166588219, 206504639, 84220286, 73740357, 206375879, 73794379, 73656653, 240355149, 12761680, 206756054, 239957594, 139605468, 84135773, 166711902, 73521249, 6630884, 139301861, 139681513, 137844587, 6547439, 84065918, 166887295]",29
7613611.0,[25.98093633],[25.81924968],[0.06664973],[-0.87977422],12,"[160359459, 233733565, 12776150, 81979479]",4
7613845.0,[29.13733427],[29.12526546],[0.02079583],[-1.0507367],64,"[158767235, 156116740, 250501510, 79944970, 10562701, 179274512, 10669201, 69599632, 229522579, 80099606, 250815515, 69463580, 10784157, 79944476, 158319264, 229583777, 69491105, 79874851, 177130407, 158251433, 179276587, 69463600, 80098610, 79770418, 158313396, 253029558, 229810365, 79991358, 229830078, 229942979, 69397187, 179499078, 254960838, 158556873, 158542807, 229481947, 158387934, 179710303, 230035551, 158676193, 255172585, 2354284, 179660024, 10740346, 10895230, 2354815]",46
7617197.0,[12.5115635],[10.59017935],[0.31572989],[-0.33529844],6,"[259509063, 86329044, 135849591, 173269115, 15040476]",5
7620168.0,[21.01446662],[17.23733944],[0.3419323],[-0.73166554],36,"[244774056, 167166785, 84267896, 169298110]",4
7622921.0,[16.62151033],[16.59039287],[-0.02901384],[0.98167526],6,"[258919113, 4446544, 235688785, 162316049, 183458901, 73654748]",6
7623111.0,[13.78004663],[13.74061934],[-0.03702213],[-0.38272695],34,"[73571201, 4378248, 242148878, 244011535, 168734994, 84138262, 137302681, 135180573, 201982378, 135052331, 204420525, 14859699, 168793908, 4366390, 244159304, 204382410, 244199627, 202132556, 73646413, 86163665, 73584858, 168782175, 134901344, 244257249, 86051427, 12842342, 6537960, 14931945, 170649198, 84146550, 137345142, 170796671]",32
7625697.0,[16.48691198],[16.462241],[0.03515072],[1.63477294],38,"[165112832, 216936707, 84228100, 75661320, 6455564, 150309007, 219486739, 166653587, 75691797, 6487067, 166717856, 78053287, 14846119, 8717484, 147871792, 166860977, 238304176, 238475700, 219146686, 14908610, 150124997, 237923403, 77812686, 219302479, 86149326, 8607953, 15020497, 147785297, 219056864, 147760997, 86213096, 167039723, 167210476, 238128237, 219034100, 86325494, 77758712]",37
7626723.0,[11.21409792],[10.72717146],[0.16859917],[0.59864064],10,"[150182171, 71470532, 219336021, 135244902]",4
7626822.0,[21.58057742],[21.56743694],[0.02418161],[0.97160443],66,"[4534656, 137364864, 71592709, 79967751, 10714376, 82017927, 156291344, 227677463, 71759383, 6614295, 4485784, 137385372, 82242206, 158459295, 75696929, 10939171, 82112165, 4648870, 204461349, 206685097, 227504684, 71658030, 71532341, 158505657, 206696378, 10785082, 71505212, 137520961, 158333121, 4550595, 4395462, 137507655, 137442636, 82117333, 73739996, 154298076, 158379238, 206695913, 227560297, 82118124, 82152556, 137523569, 73690101, 82065656, 10769531]",45
7627688.0,[19.51989258],[19.35305363],[-0.0675612],[-1.6829595],13,"[86097376, 239960389, 168552903, 149784648, 77718317, 168686801, 8511289, 239825468]",8
7627697.0,[11.76937114],[11.55814035],[0.10990449],[-1.42872344],32,"[227705552, 8730241, 154327082, 77930805]",4
7627808.0,[8.31758482],[7.07929206],[-0.30112042],[0.68509545],43,"[86361990, 240102796, 166723096, 166755353, 12953629, 162687774, 238009004, 168828076, 164661044, 162580022, 168865723, 171147195, 240152129, 164652240, 164669011, 84248281, 162632286, 164645088, 164671969, 240184933, 238061677, 164647544]",22
7632733.0,[25.29879367],[21.59500056],[-0.29843954],[-0.18424482],7,"[409718216, 172802546, 476821616, 86082590]",4
7634821.0,[9.96113857],[9.03500579],[0.24548154],[-1.18704876],7,"[82126231, 246866952, 10831659, 236157588, 162758551, 175632762]",6
7635520.0,[16.74986136],[16.72998222],[-0.02210827],[0.32459202],41,"[145786497, 147644293, 75598351, 6484756, 216930711, 216820634, 69459483, 258871834, 2180127, 181289512, 259135529, 214770602, 147700008, 216876589, 258762031, 6389554, 75788596, 77723316, 2165559, 71384249, 135762873, 146074305, 145601860, 181373005, 181239119, 256835408, 256705876, 6575957, 8519130, 71373535, 77787616, 214949349, 2348901, 183398251, 213135467, 183295863, 183655037, 147757951]",38
